Date,Open,High,Low,Close,Adj Close,Volume
2021-01-19,18.049999,18.690001,17.500000,17.900000,17.900000,68336400
2021-01-20,18.350000,18.730000,17.799999,18.059999,18.059999,27627700
2021-01-21,18.090000,18.250000,17.110001,17.809999,17.809999,23590500
2021-01-22,18.490000,22.670000,18.000000,22.350000,22.350000,94164500
2021-01-25,26.770000,27.299999,18.549999,24.950001,24.950001,117369700
2021-01-26,24.370001,24.660000,22.370001,24.440001,24.440001,41562200
2021-01-27,21.290001,23.330000,20.450001,21.150000,21.150000,44960800
2021-01-28,21.340000,22.879999,20.010000,22.330000,22.330000,33334100
2021-01-29,21.700001,24.350000,21.209999,22.879999,22.879999,34280400
2021-02-01,23.639999,25.969999,22.730000,25.200001,25.200001,43231900
2021-02-02,27.980000,35.180000,26.459999,32.139999,32.139999,100196700
2021-02-03,32.349998,34.500000,27.575001,29.490000,29.490000,85281200
2021-02-04,29.000000,31.450001,26.129999,30.219999,30.219999,45385200
2021-02-05,30.900000,36.000000,30.700001,34.650002,34.650002,66665300
2021-02-08,34.169998,34.980000,30.299999,32.880001,32.880001,35684300
2021-02-09,31.700001,33.689999,30.219999,33.310001,33.310001,28973300
2021-02-10,32.000000,34.490002,30.000000,32.869999,32.869999,33355500
2021-02-11,32.250000,33.160000,31.200001,31.500000,31.500000,26350000
2021-02-12,35.040001,41.369999,33.509998,39.980000,39.980000,69175900
2021-02-16,38.270000,55.000000,36.520000,52.700001,52.700001,96883400
2021-02-17,54.669998,59.500000,50.299999,56.230000,56.230000,63907700
2021-02-18,55.810001,64.860001,55.549999,58.049999,58.049999,76982700
2021-02-19,60.090000,61.970001,50.320000,52.939999,52.939999,59997900
2021-02-22,62.869999,63.200001,56.080002,57.369999,57.369999,88152900
2021-02-23,35.020000,43.939999,30.000000,35.209999,35.209999,190447900
2021-02-24,35.639999,35.720001,27.850000,28.700001,28.700001,142471900
2021-02-25,29.709999,32.380001,26.709999,27.820000,27.820000,82266000
2021-02-26,31.250000,32.520000,28.500000,30.750000,30.750000,68871000
2021-03-01,32.490002,32.540001,29.830000,30.629999,30.629999,42153800
2021-03-02,30.000000,30.389999,26.559999,27.770000,27.770000,35676700
2021-03-03,27.650000,27.969999,23.930000,24.200001,24.200001,43884200
2021-03-04,23.889999,25.540001,21.434999,24.340000,24.340000,62235600
2021-03-05,24.520000,25.180000,20.400000,24.400000,24.400000,53893400
2021-03-08,24.340000,25.180000,22.000000,22.090000,22.090000,29814500
2021-03-09,23.260000,25.000000,22.799999,24.459999,24.459999,31214900
2021-03-10,25.105000,27.260000,24.309999,24.700001,24.700001,32947400
2021-03-11,25.790001,27.180000,25.309999,26.840000,26.840000,24459400
2021-03-12,25.500000,27.990000,25.100000,26.770000,26.770000,20225400
2021-03-15,27.459999,28.799999,27.030001,28.690001,28.690001,23939800
2021-03-16,31.059999,32.970001,29.200001,31.100000,31.100000,67588700
2021-03-17,29.690001,30.680000,28.150000,29.500000,29.500000,40917100
2021-03-18,28.799999,29.420000,26.799999,26.900000,26.900000,22129300
2021-03-19,26.620001,27.450001,25.790001,26.879999,26.879999,19575400
2021-03-22,27.480000,27.629999,26.020000,26.150000,26.150000,16147200
2021-03-23,26.150000,26.219999,23.750000,24.049999,24.049999,23012600
2021-03-24,24.450001,24.480000,22.240000,22.559999,22.559999,24048700
2021-03-25,21.709999,24.240000,21.020000,24.030001,24.030001,30779800
2021-03-26,23.059999,23.920000,22.070000,23.020000,23.020000,18171700
2021-03-29,22.879999,22.959999,21.350000,21.350000,21.350000,21663600
2021-03-30,21.180000,23.650000,21.070000,23.510000,23.510000,18201200
2021-03-31,24.059999,24.228001,22.780001,23.180000,23.180000,15298900
2021-04-01,24.250000,24.469999,23.209999,23.780001,23.780001,12839800
2021-04-05,24.549999,24.610001,23.000000,23.000000,23.000000,13238200
2021-04-06,23.049999,24.959999,23.020000,24.459999,24.459999,19840000
2021-04-07,24.110001,24.469999,22.700001,22.820000,22.820000,15341900
2021-04-08,23.059999,23.370001,22.660000,23.160000,23.160000,7922300
2021-04-09,22.980000,23.340000,22.760000,22.969999,22.969999,7636400
2021-04-12,22.930000,23.450001,21.770000,22.030001,22.030001,10594100
2021-04-13,21.959999,22.719999,21.570000,22.090000,22.090000,16121600
2021-04-14,22.020000,22.250000,21.540001,21.730000,21.730000,11900800
2021-04-15,21.830000,22.100000,19.820000,20.120001,20.120001,25602200
2021-04-16,20.070000,20.500000,19.250000,19.520000,19.520000,17044000
2021-04-19,19.870001,20.330000,18.680000,19.540001,19.540001,19552400
2021-04-20,19.520000,19.719999,18.309999,18.450001,18.450001,18227300
2021-04-21,18.299999,19.889999,17.620001,19.889999,19.889999,22545200
2021-04-22,20.200001,20.650000,18.900000,19.660000,19.660000,17422600
2021-04-23,19.700001,20.730000,19.610001,20.549999,20.549999,13232800
2021-04-26,20.670000,24.290001,20.410000,23.870001,23.870001,55779500
2021-04-27,24.070000,24.330000,22.500000,22.740000,22.740000,18122300
2021-04-28,22.549999,24.240000,22.100000,23.040001,23.040001,19167600
2021-04-29,23.290001,23.389999,21.530001,22.070000,22.070000,11527100
2021-04-30,21.350000,22.030001,21.090000,21.090000,21.090000,10569700
2021-05-03,21.190001,21.190001,19.879999,19.910000,19.910000,13445700
2021-05-04,19.590000,19.840000,18.950001,19.170000,19.170000,12509800
2021-05-05,19.680000,19.980000,19.120001,19.180000,19.180000,4697400
2021-05-06,19.180000,19.350000,18.580000,18.959999,18.959999,10453500
2021-05-07,19.049999,19.719999,18.750000,19.280001,19.280001,14552700
2021-05-10,19.540001,19.570000,18.629999,18.639999,18.639999,9802700
2021-05-11,17.690001,18.900000,17.400000,18.600000,18.600000,14343000
2021-05-12,18.250000,18.540001,17.750000,17.799999,17.799999,7991200
2021-05-13,17.900000,18.860001,17.250000,17.250000,17.250000,13384700
2021-05-14,17.760000,18.160000,17.510000,17.940001,17.940001,6623200
2021-05-17,18.230000,18.709999,18.030001,18.309999,18.309999,6347900
2021-05-18,18.690001,19.670000,18.520000,19.379999,19.379999,11575500
2021-05-19,18.910000,19.049999,18.610001,18.969999,18.969999,6402800
2021-05-20,19.170000,20.049999,19.150000,19.790001,19.790001,7769800
2021-05-21,20.170000,20.370001,19.507999,19.809999,19.809999,6881500
2021-05-24,20.150000,20.180000,19.330000,19.400000,19.400000,6796200
2021-05-25,19.600000,20.580000,19.129999,20.280001,20.280001,15197400
2021-05-26,20.250000,21.100000,19.711000,19.990000,19.990000,15699600
2021-05-27,20.180000,20.190001,19.450001,19.879999,19.879999,7189000
2021-05-28,19.549999,20.170000,19.500000,19.719999,19.719999,6933300
2021-06-01,20.000000,22.410000,19.780001,21.559999,21.559999,22530400
2021-06-02,22.049999,23.629999,21.635000,23.559999,23.559999,21110800
2021-06-03,23.250000,24.590000,22.010000,22.959999,22.959999,18875700
2021-06-04,24.070000,24.330000,23.379999,23.950001,23.950001,12911200
2021-06-07,24.799999,26.540001,24.309999,26.500000,26.500000,23162400
2021-06-08,27.299999,27.879999,24.700001,26.639999,26.639999,22753900
2021-06-09,26.879999,27.400000,26.150000,26.490000,26.490000,13900200
2021-06-10,26.469999,26.480000,24.559999,25.379999,25.379999,11300500
2021-06-11,25.600000,25.600000,24.700001,25.139999,25.139999,7269000
2021-06-14,25.160000,25.160000,24.010000,24.120001,24.120001,7687900
2021-06-15,23.990000,24.030001,22.549999,22.610001,22.610001,11218600
2021-06-16,22.190001,24.100000,22.049999,24.040001,24.040001,9957100
2021-06-17,23.440001,24.354000,23.330000,23.549999,23.549999,6906000
2021-06-18,23.250000,23.830000,23.180000,23.400000,23.400000,4621300
2021-06-21,23.700001,23.709999,22.750000,22.959999,22.959999,4965600
2021-06-22,23.020000,23.600000,22.450001,23.420000,23.420000,5874100
2021-06-23,23.790001,25.100000,23.320000,25.059999,25.059999,13373000
2021-06-24,25.590000,26.280001,24.799999,24.850000,24.850000,14444600
2021-06-25,25.700001,25.950001,25.010000,25.180000,25.180000,11453400
2021-06-28,26.230000,27.379999,26.025000,27.000000,27.000000,18705900
2021-06-29,27.340000,27.400000,26.219999,26.320000,26.320000,8562800
2021-06-30,26.200001,28.950001,25.680000,28.820000,28.820000,19647200
2021-07-01,28.990000,29.809999,27.410000,27.719999,27.719999,18459200
2021-07-02,28.120001,28.190001,26.680000,27.020000,27.020000,9188900
2021-07-06,27.500000,28.000000,26.350000,26.379999,26.379999,9302800
2021-07-07,26.520000,26.889999,24.761999,25.520000,25.520000,9286400
2021-07-08,23.990000,25.549999,23.540001,24.959999,24.959999,9235800
2021-07-09,25.340000,26.370001,25.240000,25.549999,25.549999,7230200
2021-07-12,25.910000,27.400000,25.709999,26.850000,26.850000,12657400
2021-07-13,26.530001,27.110001,25.770000,25.910000,25.910000,8561500
2021-07-14,25.400000,25.700001,23.770000,23.790001,23.790001,12667100
2021-07-15,24.000000,24.330000,22.559999,22.959999,22.959999,10345300
2021-07-16,23.400000,23.850000,22.299999,22.790001,22.790001,8912900
2021-07-19,21.990000,22.660000,20.900000,22.200001,22.200001,10564400
2021-07-20,22.809999,24.740000,22.150000,24.280001,24.280001,12194500
2021-07-21,24.480000,24.930000,22.660000,23.430000,23.430000,12470200
2021-07-22,23.330000,24.180000,22.299999,22.900000,22.900000,11069800
2021-07-23,24.020000,24.549999,22.549999,24.250000,24.250000,17905600
2021-07-26,25.240000,29.030001,24.320000,26.830000,26.830000,31573200
2021-07-27,27.490000,27.549999,25.110001,25.180000,25.180000,16184100
2021-07-28,25.714001,26.200001,23.980000,24.080000,24.080000,12580400
2021-07-29,24.540001,24.698999,23.250000,23.350000,23.350000,10494600
2021-07-30,22.948000,24.230000,22.940001,23.719999,23.719999,11144800
2021-08-02,24.193001,24.240000,23.450001,23.770000,23.770000,7894400
2021-08-03,23.930000,23.950001,22.955000,23.580000,23.580000,8579400
2021-08-04,23.480000,23.490000,22.540001,22.629999,22.629999,7015100
2021-08-05,22.920000,23.290001,22.700001,22.750000,22.750000,6573600
2021-08-06,22.934999,23.910000,22.799999,23.379999,23.379999,7686500
2021-08-09,23.400000,23.620001,23.030001,23.500000,23.500000,6489600
2021-08-10,23.879999,25.240000,23.700001,24.459999,24.459999,11923600
2021-08-11,24.969999,25.000000,24.020000,24.469999,24.469999,8009100
2021-08-12,24.309999,24.500000,23.809999,23.850000,23.850000,7499600
2021-08-13,23.709999,24.250000,23.420000,23.480000,23.480000,5877300
2021-08-16,23.045000,23.320000,22.430000,22.830000,22.830000,7508600
2021-08-17,22.240000,22.770000,22.129999,22.559999,22.559999,7077000
2021-08-18,22.930000,22.930000,22.152000,22.549999,22.549999,5873900
2021-08-19,22.180000,22.610001,21.510000,21.709999,21.709999,6603900
2021-08-20,21.750999,22.100000,21.600000,21.670000,21.670000,5277700
2021-08-23,22.010000,22.110001,21.420000,21.650000,21.650000,7098600
2021-08-24,21.940001,22.969999,21.780001,22.830000,22.830000,10277900
2021-08-25,22.250000,22.500000,21.770000,21.809999,21.809999,11667300
2021-08-26,21.840000,22.070000,21.400000,21.480000,21.480000,9094900
2021-08-27,21.450001,21.530001,20.900000,21.030001,21.030001,11926900
2021-08-30,20.850000,20.879999,19.860001,20.629999,20.629999,14999200
2021-08-31,20.280001,20.680000,19.920000,19.959999,19.959999,11454700
2021-09-01,16.120001,18.440001,16.120001,17.790001,17.790001,149611900
2021-09-02,18.440001,18.919001,18.000000,18.660000,18.660000,38386700
2021-09-03,18.834999,19.760000,18.670000,19.559999,19.559999,25236700
2021-09-07,19.799999,19.950001,19.010000,19.889999,19.889999,19835100
2021-09-08,19.930000,20.025999,18.700001,18.930000,18.930000,20956100
2021-09-09,19.219999,20.059999,19.090000,19.850000,19.850000,21788600
2021-09-10,20.183001,20.620001,19.900000,19.930000,19.930000,16229100
2021-09-13,20.264999,20.590000,19.660000,20.059999,20.059999,15778400
2021-09-14,19.190001,19.740000,18.700001,18.950001,18.950001,24118300
2021-09-15,19.370001,20.160000,19.049999,19.910000,19.910000,32280700
2021-09-16,20.844999,21.600000,20.360001,21.170000,21.170000,45927400
2021-09-17,22.420000,23.510000,21.903000,22.959999,22.959999,104115600
2021-09-20,22.025000,24.219999,21.660000,24.070000,24.070000,68143000
2021-09-21,24.780001,27.930000,24.570000,26.809999,26.809999,114795900
2021-09-22,27.735001,28.209999,24.280001,24.950001,24.950001,87320500
2021-09-23,25.570000,26.129999,24.620001,25.420000,25.420000,38764900
2021-09-24,25.260000,25.660000,24.386999,25.430000,25.430000,26633600
2021-09-27,25.860001,27.270000,25.740999,25.889999,25.889999,44696200
2021-09-28,25.969999,26.410000,24.150000,24.540001,24.540001,38136600
2021-09-29,26.450001,28.389999,26.010000,26.280001,26.280001,120691800
2021-09-30,27.122000,27.139999,25.090000,25.379999,25.379999,46844000
2021-10-01,25.510000,25.750000,24.209999,24.610001,24.610001,30696100
2021-10-04,24.760000,25.030001,23.535000,24.139999,24.139999,28779600
2021-10-05,24.180000,24.785000,23.860001,24.020000,24.020000,21742700
2021-10-06,23.549999,24.549999,23.410000,24.290001,24.290001,19270700
2021-10-07,24.549999,24.719999,24.040001,24.379999,24.379999,17543500
2021-10-08,24.320000,24.530001,23.041000,23.230000,23.230000,25071000
2021-10-11,23.629999,23.639999,22.680000,22.870001,22.870001,21974500
2021-10-12,23.139999,23.650000,22.660000,23.059999,23.059999,23871700
2021-10-13,22.850000,23.020000,22.110001,22.590000,22.590000,20437400
2021-10-14,22.510000,24.100000,22.500000,24.010000,24.010000,20756100
2021-10-15,23.840000,24.219999,23.430000,24.080000,24.080000,14891500
2021-10-18,23.990000,25.660000,23.969999,25.340000,25.340000,26182800
2021-10-19,25.410000,25.610001,24.480000,24.730000,24.730000,16034700
2021-10-20,24.760000,25.270000,24.139999,24.240000,24.240000,15462900
2021-10-21,24.299999,25.049999,24.040001,24.459999,24.459999,21810300
2021-10-22,24.030001,24.190001,23.410000,24.110001,24.110001,16384000
2021-10-25,24.879999,27.400000,24.702000,26.850000,26.850000,53941800
2021-10-26,26.850000,28.200001,26.049999,26.379999,26.379999,40979500
2021-10-27,27.690001,28.940001,26.730000,27.020000,27.020000,52224600
2021-10-28,28.540001,39.779999,28.080000,35.480000,35.480000,377220900
2021-10-29,38.250000,41.599998,35.430000,36.990002,36.990002,221097400
2021-11-01,39.994999,40.169998,35.730000,36.529999,36.529999,121435300
2021-11-02,34.564999,35.389999,33.020000,35.130001,35.130001,75032500
2021-11-03,34.230000,37.380001,34.230000,36.544998,36.544998,61133700
2021-11-04,37.380001,37.700001,36.070000,37.119999,37.119999,40730400
2021-11-05,37.500000,41.919998,36.169998,41.799999,41.799999,113881100
2021-11-08,43.540001,47.869999,43.040001,45.919998,45.919998,154195400
2021-11-09,47.480000,48.040001,42.150002,44.779999,44.779999,90177700
2021-11-10,42.299999,45.000000,39.341000,40.750000,40.750000,79342800
2021-11-11,42.750000,45.750000,41.740002,44.980000,44.980000,69846300
2021-11-12,44.000000,45.189999,42.740002,43.930000,43.930000,41015300
2021-11-15,44.599998,46.139999,43.410000,44.880001,44.880001,77111000
2021-11-16,49.930000,55.680000,46.508999,55.520000,55.520000,248654600
2021-11-17,56.200001,57.750000,50.310001,52.549999,52.549999,198386200
2021-11-18,49.029999,49.669998,43.000000,47.049999,47.049999,131634800
2021-11-19,47.160000,55.400002,47.150002,55.209999,55.209999,166718400
2021-11-22,53.035000,57.439999,50.080002,51.119999,51.119999,130761800
2021-11-23,51.674999,54.330002,49.520000,52.439999,52.439999,87998800
2021-11-24,51.740002,53.500000,49.830002,52.570000,52.570000,61225300
2021-11-26,49.450001,52.369999,49.412998,51.720001,51.720001,36708000
2021-11-29,52.029999,55.330002,50.709999,55.060001,55.060001,76731400
2021-11-30,54.430000,56.700001,51.599998,52.980000,52.980000,92341600
2021-12-01,54.080002,56.240002,50.950001,51.139999,51.139999,78654100
2021-12-02,50.849998,51.840000,46.020000,48.410000,48.410000,77168500
2021-12-03,48.549999,49.490002,44.570000,47.270000,47.270000,76441200
2021-12-06,40.025002,45.750000,38.060001,44.860001,44.860001,103929800
2021-12-07,46.505001,47.250000,43.020000,43.880001,43.880001,57740800
2021-12-08,42.599998,45.400002,41.340000,44.720001,44.720001,50135900
2021-12-09,41.369999,42.740002,36.139999,36.520000,36.520000,120872600
2021-12-10,38.000000,39.080002,35.799999,37.660000,37.660000,91804000
2021-12-13,39.990002,40.290001,36.840000,39.150002,39.150002,82697500
2021-12-14,37.959999,41.299999,37.160000,40.869999,40.869999,64374000
2021-12-15,39.369999,41.689999,38.799999,40.810001,40.810001,59474700
2021-12-16,41.090000,42.500000,39.509998,40.049999,40.049999,55589000
2021-12-17,38.450001,40.450001,36.349998,40.009998,40.009998,126157600
2021-12-20,38.029999,39.709999,36.919998,37.990002,37.990002,38903700
2021-12-21,38.250000,39.330002,36.750000,38.020000,38.020000,38911500
2021-12-22,37.910000,40.189999,37.700001,38.700001,38.700001,36620100
2021-12-23,38.520000,38.689999,37.369999,37.639999,37.639999,27703400
2021-12-27,37.169998,39.161999,35.529999,38.639999,38.639999,48622900
2021-12-28,37.779999,38.349998,36.750000,36.980000,36.980000,28441500
2021-12-29,36.724998,37.160000,35.860001,36.970001,36.970001,25374700
2021-12-30,36.680000,39.500000,36.680000,38.750000,38.750000,36202900
2021-12-31,38.240002,39.799999,37.849998,38.049999,38.049999,19562000
2022-01-03,38.549999,41.759998,37.959999,40.930000,40.930000,45685100
2022-01-04,40.750000,41.290001,38.380001,39.410000,39.410000,30476900
2022-01-05,38.680000,39.060001,36.130001,36.680000,36.680000,43318800
2022-01-06,36.450001,38.580002,33.759998,38.220001,38.220001,58375500
2022-01-07,37.505001,43.290001,37.500000,41.980000,41.980000,78419600
2022-01-10,40.630001,43.169998,40.430000,41.720001,41.720001,44353300
2022-01-11,41.810001,45.480000,41.490002,45.470001,45.470001,60554200
2022-01-12,45.740002,47.590000,44.029999,45.430000,45.430000,49592700
2022-01-13,45.730000,46.290001,41.360001,41.410000,41.410000,36293100
2022-01-14,40.974998,43.400002,40.950001,42.220001,42.220001,33308400
2022-01-18,40.680000,41.279999,39.000000,39.209999,39.209999,29511500
2022-01-19,39.480000,42.439999,39.439999,40.029999,40.029999,36994600
2022-01-20,41.509998,42.950001,38.689999,38.720001,38.720001,45831900
2022-01-21,39.029999,39.980000,37.185001,37.750000,37.750000,38254000
2022-01-24,36.139999,37.880001,34.119999,37.750000,37.750000,45173000
2022-01-25,36.630001,37.549999,35.220001,35.459999,35.459999,27029100
2022-01-26,36.290001,36.880001,32.990002,33.410000,33.410000,51058100
2022-01-27,33.849998,33.910000,28.389999,28.700001,28.700001,67318200
2022-01-28,28.058001,28.430000,25.632999,27.150000,27.150000,66779500
2022-01-31,28.115000,29.480000,27.420000,29.389999,29.389999,41743100
2022-02-01,30.525000,30.850000,28.620001,29.959999,29.959999,38972300
2022-02-02,29.225000,29.959999,27.400000,27.680000,27.680000,35301500
2022-02-03,26.500000,28.590000,26.290001,26.950001,26.950001,30180400
2022-02-04,26.980000,27.850000,26.209999,27.549999,27.549999,20394500
2022-02-07,27.610001,28.330000,26.400000,26.969999,26.969999,22540000
2022-02-08,26.799999,27.629999,25.889999,27.430000,27.430000,19193200
2022-02-09,27.770000,28.940001,27.590000,28.830000,28.830000,21808600
2022-02-10,27.650000,29.400000,27.440001,27.910000,27.910000,24458300
2022-02-11,27.525000,28.200001,25.610001,25.840000,25.840000,28761800
2022-02-14,25.812000,28.410000,25.680000,27.440001,27.440001,41217500
2022-02-15,28.110001,28.889999,27.620001,28.870001,28.870001,22330300
2022-02-16,28.334999,29.180000,27.860001,29.000000,29.000000,15842000
2022-02-17,28.440001,30.120001,27.920000,28.110001,28.110001,24810600
2022-02-18,27.825001,28.280001,25.785000,26.590000,26.590000,28475100
2022-02-22,25.764999,27.280001,24.940001,25.510000,25.510000,32634500
2022-02-23,25.764999,26.190001,23.799999,23.969999,23.969999,27159600
2022-02-24,22.011999,25.445000,21.770000,25.280001,25.280001,35062700
2022-02-25,25.440001,27.000000,24.559999,26.350000,26.350000,28287200
2022-02-28,26.740000,29.049999,26.170000,28.980000,28.980000,51761800
2022-03-01,24.485001,25.750000,23.379999,24.990000,24.990000,62757700
2022-03-02,24.719999,24.770000,23.600000,24.580000,24.580000,24038200
2022-03-03,24.490000,24.520000,22.410000,22.629999,22.629999,28893100
2022-03-04,22.618999,23.730000,22.010000,22.629999,22.629999,33216500
2022-03-07,22.940001,24.410000,22.900000,23.170000,23.170000,35110300
2022-03-08,22.855000,25.709999,22.610001,24.240000,24.240000,33349600
2022-03-09,25.129999,25.533001,24.750000,25.260000,25.260000,18168800
2022-03-10,24.910000,24.910000,23.510000,24.209999,24.209999,16508800
2022-03-11,24.049999,24.230000,22.809999,22.920000,22.920000,18824700
2022-03-14,22.629999,23.250000,21.313999,21.549999,21.549999,21366200
2022-03-15,21.500000,22.030001,20.490000,21.980000,21.980000,20404200
2022-03-16,22.129999,23.895000,22.129999,23.620001,23.620001,28443700
2022-03-17,23.320000,24.930000,22.851000,24.650000,24.650000,21491200
2022-03-18,24.940001,26.150000,24.650000,25.670000,25.670000,34740300
2022-03-21,25.850000,26.200001,24.820000,25.389999,25.389999,17521300
2022-03-22,25.450001,27.250000,25.121000,26.650000,26.650000,30663400
2022-03-23,26.500000,26.809999,25.712000,25.900000,25.900000,20981200
2022-03-24,26.010000,26.570000,25.030001,26.250000,26.250000,14925200
2022-03-25,25.940001,26.059999,24.520000,25.160000,25.160000,17276700
2022-03-28,25.340000,25.947001,24.639999,25.379999,25.379999,18224200
2022-03-29,25.559999,27.600000,25.459999,27.360001,27.360001,33667100
2022-03-30,27.180000,28.135000,26.200001,26.500000,26.500000,21638400
2022-03-31,26.540001,26.549000,25.250000,25.400000,25.400000,17399100
2022-04-01,25.389999,25.559999,24.260000,24.549999,24.549999,17175000
